129,34
988,26
30,16
284,9
974,1
232,53
868,69
836,69
980,27
589,38
52,18
538,38
444,45
872,69
888,69
578,38
768,38
925,2
658,47
660,38
829,8
165,46
298,55
349,38
814,19
725,19
307,59
778,38
762,12
413,16
774,38
141,38
244,56
662,38
1055,89
682,38
804,23
840,28
963,2
761,61
504,63
1064,67
484,28
764,44
117,31
894,70
708,38
915,69
1026,88
845,69
194,53
527,38
684,38
935,2
718,16
955,2
348,48
8,1
987,80
348,39
74,23
605,17
156,40
900,70
304,17
326,37
386,38
982,29
451,38
752,45
707,45
442,38
628,38
275,37
576,38
771,38
969,77
293,43
124,33
488,28
721,38
270,55
29,15
227,53
638,38
15,7
1047,89
258,55
572,12
1021,89
266,24
14,9
787,23
142,19
882,69
929,2
1022,89
137,1
515,38
176,16
398,38
959,2
13,5
402,38
211,56
543,39
95,25
747,28
552,38
480,40
323,55
246,54
202,55
376,38
1033,88
759,47
613,38
248,24
265,55
335,45
726,38
607,63
904,70
192,54
917,2
152,42
259,24
742,38
322,55
846,69
268,37
109,26
152,43
474,38
245,53
750,38
1052,89
300,37
482,38
344,43
180,45
1017,88
741,38
408,38
68,23
994,84
766,47
443,38
391,38
463,62
146,16
289,37
405,38
809,23
614,38
472,61
164,38
965,27
810,19
732,38
987,83
728,38
687,38
734,61
215,37
419,38
729,38
553,38
101,26
476,16
1012,1
977,27
418,38
740,38
716,40
857,69
178,12
806,17
435,38
380,49
54,19
839,28
476,40
374,38
751,47
897,70
160,38
1061,71
35,18
57,18
191,53
84,22
143,38
525,38
340,45
96,25
643,38
905,70
939,2
788,23
995,26
145,16
491,16
570,61
837,69
299,37
844,69
710,17
297,37
243,37
176,40
199,24
588,38
620,17
1054,89
281,54
816,23
310,37
919,2
539,38
984,27
884,28
886,69
977,74
1024,89
99,25
132,35
551,38
686,38
249,56
537,45
599,12
487,17
973,74
817,19
703,62
671,38
357,38
175,38
67,23
693,38
950,2
571,61
1046,89
86,22
944,2
657,63
548,38
629,38
235,37
810,68
655,64
679,38
898,71
811,19
341,45
119,31
126,33
279,37
928,2
509,40
87,22
593,38
229,53
791,22
368,38
1004,26
150,41
233,24
983,27
723,38
623,45
490,62
1027,88
385,38
930,2
1035,88
631,61
436,38
795,22
987,74
140,39
492,63
397,38
44,18
867,69
656,63
1008,26
952,2
489,62
822,17
664,61
485,40
957,2
210,58
783,55
177,40
736,38
883,69
781,38
196,24
394,38
253,53
134,36
507,38
611,38
33,18
176,49
479,40
1003,74
823,32
949,2
965,75
971,78
216,55
392,38
218,24
1011,26
941,2
303,17
447,47
414,39
674,38
1031,88
977,80
166,39
541,38
313,24
375,38
406,38
407,38
173,12
82,22
970,77
339,38
336,38
205,24
1037,88
204,37
46,19
190,24
535,38
694,38
803,23
158,40
12,4
252,24
417,45
155,38
841,69
940,2
622,63
824,23
800,23
549,38
581,65
154,38
555,38
661,38
28,12
170,48
316,54
847,71
461,61
1009,26
415,38
365,38
198,55
545,38
464,47
790,23
372,38
585,38
529,38
1062,71
41,18
477,16
140,38
10,3
592,38
827,8
18,10
163,45
499,17
521,38
524,38
1,1
387,38
448,38
219,24
565,47
302,11
466,46
130,32
147,39
966,29
37,18
770,38
765,44
85,22
517,63
666,67
403,38
937,2
981,26
1014,17
189,52
362,38
634,38
607,17
760,48
1010,1
877,22
187,51
1019,88
875,69
167,38
711,16
910,70
522,38
438,38
308,55
931,2
158,16
510,40
413,38
321,19
947,2
207,56
531,28
600,66
558,38
767,38
890,28
1016,17
753,38
557,38
979,77
495,38
818,19
1059,71
556,38
203,24
513,38
574,64
1050,89
282,19
866,70
550,38
777,38
1002,76
603,16
977,81
262,54
967,26
48,19
377,38
108,26
70,24
922,2
511,39
425,38
573,62
1038,88
471,38
997,1
619,61
5,1
989,76
669,38
373,38
735,38
21,12
490,16
969,27
1040,88
694,19
11,4
256,37
691,47
507,39
16,8
758,46
371,38
174,40
351,39
128,34
1015,17
449,38
520,38
678,38
695,38
238,53
536,45
813,23
369,38
830,8
1002,85
850,70
677,38
805,12
679,39
269,24
278,54
659,48
151,38
152,38
148,16
1032,88
961,2
88,22
509,16
606,63
123,32
195,24
979,27
80,22
971,76
885,28
333,47
364,38
608,38
987,71
958,2
162,44
40,18
366,48
832,8
948,2
609,38
698,38
61,22
487,38
118,31
876,71
120,31
579,39
563,47
22,13
903,70
864,69
242,55
503,38
234,55
1057,89
953,2
998,1
793,22
381,47
490,40
1041,88
704,62
370,38
776,38
717,40
185,50
689,38
794,23
73,23
356,38
121,31
635,46
295,28
587,38
399,38
980,71
311,58
563,38
636,38
32,18
184,23
976,80
481,38
186,51
1000,27
669,49
722,38
650,38
826,8
534,61
519,38
410,47
188,35
25,14
261,24
828,8
546,38
339,39
428,40
642,39
136,37
276,59
395,61
986,26
92,22
102,26
296,37
149,40
834,69
831,8
115,31
98,25
501,45
786,23
645,38
222,53
516,40
962,2
353,38
77,22
1036,88
500,40
1023,54
272,17
455,38
766,48
492,16
912,69
493,38
75,22
93,22
773,38
113,29
201,24
337,38
1060,71
982,74
441,61
231,24
493,19
488,45
921,2
453,38
901,70
523,38
263,57
328,19
990,26
342,61
564,38
819,19
456,38
10,8
260,58
878,70
1006,76
996,85
239,53
131,34
542,38
170,38
537,28
746,17
838,70
23,14
1051,89
294,60
431,16
913,71
702,42
984,82
843,69
911,69
193,24
654,61
400,38
314,55
594,38
290,37
744,38
0,0
560,47
637,38
166,38
144,38
363,38
346,61
970,27
688,38
56,19
526,38
309,24
934,2
1013,50
692,38
230,12
976,79
2,1
796,23
854,71
301,37
69,23
494,40
994,27
861,71
769,38
212,55
367,17
78,22
492,38
1058,89
964,1
617,61
502,63
72,23
60,21
667,17
652,38
641,38
1063,67
982,76
977,77
851,22
514,38
103,26
714,38
763,43
114,30
685,38
58,18
697,38
1030,88
458,38
972,74
146,40
14,3
719,40
999,1
280,54
797,23
291,37
676,38
19,11
591,38
976,74
923,2
224,55
107,26
792,22
228,12
584,16
775,61
49,19
214,24
135,1
470,28
241,24
409,39
62,22
916,71
895,70
412,38
784,23
91,22
1053,89
618,61
47,18
670,47
434,45
430,16
292,53
985,26
179,38
426,38
437,47
849,70
4,1
168,17
869,69
181,23
518,49
462,61
713,39
892,69
863,69
1023,89
640,39
663,17
862,69
251,53
853,69
498,46
404,38
909,70
896,70
389,38
15,6
745,61
835,69
1042,28
996,27
532,38
345,38
220,53
690,38
887,69
561,38
785,23
651,38
161,17
871,28
509,38
712,45
993,1
908,70
247,24
42,18
706,38
197,24
580,38
1066,67
83,22
852,71
264,24
200,17
1028,88
94,22
423,38
755,48
329,37
429,16
544,38
176,45
914,69
653,61
812,19
292,54
7,1
991,1
416,38
938,2
978,27
27,14
615,38
625,38
45,18
465,38
43,18
815,19
104,26
240,53
621,63
989,74
601,47
497,38
968,76
1018,88
475,40
639,39
361,38
649,38
673,38
709,38
1029,88
927,2
1000,86
206,24
586,38
424,38
396,38
802,23
730,38
648,47
467,38
533,38
125,33
285,9
273,54
1048,89
459,38
26,14
378,46
880,69
384,38
71,24
360,38
859,69
492,40
55,18
584,40
288,37
779,38
720,16
722,19
893,70
946,2
174,19
530,38
748,38
225,55
933,2
1005,87
318,55
737,38
757,38
180,28
604,47
271,54
907,70
59,18
105,26
505,63
139,17
569,17
626,38
936,2
1007,26
807,68
668,38
554,38
945,2
705,44
562,61
1034,88
213,37
159,38
325,55
106,27
286,37
1065,71
932,2
332,38
992,1
20,12
1039,88
820,19
821,19
430,40
951,2
727,38
696,38
174,16
176,38
575,47
347,48
331,35
567,38
731,38
780,38
446,38
547,38
354,38
223,19
1002,27
217,37
624,38
317,55
632,61
536,28
616,63
566,38
17,8
1043,17
1025,90
445,38
701,40
250,56
157,38
965,74
478,17
36,19
283,9
1056,89
277,37
90,22
889,69
334,45
1045,89
486,61
177,16
388,47
97,25
738,38
38,19
287,17
469,38
672,38
612,38
411,46
1049,89
1001,1
433,39
454,38
506,38
382,38
597,38
267,37
432,17
133,19
491,38
646,23
754,38
237,24
390,38
956,2
312,57
926,73
987,27
776,45
855,69
747,45
352,38
733,49
683,38
842,69
568,61
918,2
899,70
138,19
100,25
457,38
879,69
172,38
66,22
315,54
739,38
590,38
906,70
64,22
127,33
410,38
989,27
772,38
153,38
496,48
701,16
422,38
319,55
169,38
145,40
483,38
512,16
111,28
665,61
595,38
50,18
79,22
156,28
602,40
183,23
505,16
960,2
633,61
644,38
833,28
510,16
473,38
171,38
226,24
598,39
142,38
450,38
122,32
330,35
440,12
65,22
881,69
338,39
782,38
675,38
63,22
874,69
873,22
343,38
383,16
902,70
825,8
359,61
505,38
700,38
116,31
577,38
808,23
417,38
89,22
439,38
452,42
3,1
34,18
427,61
735,48
170,47
559,61
274,37
320,55
540,38
110,25
1044,89
236,53
327,55
257,54
379,38
112,28
715,38
582,38
596,38
383,40
920,2
724,61
681,17
254,54
305,24
421,38
924,73
221,24
971,27
306,37
358,38
324,55
891,69
9,2
756,63
393,38
420,38
942,2
460,38
81,22
394,39
860,69
182,23
943,2
208,56
848,72
24,11
60,20
1020,88
31,17
865,69
355,38
528,38
749,38
647,61
954,2
170,19
627,38
255,54
209,57
680,39
352,39
858,69
743,38
468,38
789,23
401,38
975,1
870,69
6,1
156,16
968,77
76,22
801,23
866,69
350,38
174,38
856,69
798,23
508,39
610,38
583,38
480,16
799,23
164,17
51,19
39,18
699,38
53,18
711,28
630,47
